code,title,units,prerequisites,corequisites,grading,ge_area,availability,details,url
HIST 335,Rome and Christianity(opens in a new tab),,,,,,,HIST 335 - Rome and Christianity (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188586
HIST 373,"American and Haitian Revolutions: Wars of Independence, 1750-1850(opens in a new tab)",,,,,,,"HIST 373 - American and Haitian Revolutions: Wars of Independence, 1750-1850 (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-3; Social Justice",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188796
HIST 376,Destroying Slavery in the US Civil War(opens in a new tab),,,,,,,HIST 376 - Destroying Slavery in the US Civil War (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188798
HIST 384,"Radicals, Reformers, and Reactionaries: Arguing about Social Justice in Modern US History(opens in a new tab)",,,,,,,"HIST 384 - Radicals, Reformers, and Reactionaries: Arguing about Social Justice in Modern US History (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Social Justice",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188582
HIST 389,Social Justice and Reform Movements in America(opens in a new tab),,,,,,,HIST 389 - Social Justice and Reform Movements in America (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188592
HIST 393,Revolutionary Thought in Latin America(opens in a new tab),,,,,,,HIST 393 - Revolutionary Thought in Latin America (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-4; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188601
HIST 471,History and Public Memory in the East Bay(opens in a new tab),,,,,,,HIST 471 - History and Public Memory in the East Bay (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-4; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188807
HIST 473,Sexuality and Identity in US History(opens in a new tab),,,,,,,HIST 473 - Sexuality and Identity in US History (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188603
HIST 474,"Women, Gender and Rights in US History(opens in a new tab)",,,,,,,"HIST 474 - Women, Gender and Rights in US History (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Diversity",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188602
HIST 479,"World War II: Global Warfront, Local Homefront(opens in a new tab)",,,,,,,"HIST 479 - World War II: Global Warfront, Local Homefront (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188615
HIST 480,Baseball in the United States and the Caribbean(opens in a new tab),,,,,,,HIST 480 - Baseball in the United States and the Caribbean (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189531
HIST 487,American Refugees: The History of Forced Migration and Displaced Communities in the United States(opens in a new tab),,,,,,,HIST 487 - American Refugees: The History of Forced Migration and Displaced Communities in the United States (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-3; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189681
HIST 488,Education and American Democracy(opens in a new tab),,,,,,,HIST 488 - Education and American Democracy (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188606
HIST 323,History of Sustainability(opens in a new tab),,,,,,,HIST 323 - History of Sustainability (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-3; Sustainability,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188574
HIST 333,Sustainability in the Ancient World(opens in a new tab),,,,,,,HIST 333 - Sustainability in the Ancient World (opens in a new tab) Units: 3 ; Breadth Area: GE-UD ; Sustainability,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188583
HIST 334,Ancient Egyptian Civilization(opens in a new tab),,,,,,,HIST 334 - Ancient Egyptian Civilization (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-3; Sustainability,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188585
HIST 337,The Roman Republic(opens in a new tab),,,,,,,HIST 337 - The Roman Republic (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188790
HIST 365,Early China(opens in a new tab),,,,,,,HIST 365 - Early China (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188596
HIST 366,China: Ming Dynasty to Today(opens in a new tab),,,,,,,HIST 366 - China: Ming Dynasty to Today (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188794
HIST 367,Japan: Origins to Tokugawa(opens in a new tab),,,,,,,HIST 367 - Japan: Origins to Tokugawa (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188584
HIST 368,"Japan, Tokugawa to Today(opens in a new tab)",,,,,,,"HIST 368 - Japan, Tokugawa to Today (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188604
HIST 371,Early America(opens in a new tab),,,,,,,HIST 371 - Early America (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-3; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188593
HIST 382,California and the World(opens in a new tab),,,,,,,HIST 382 - California and the World (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; US-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188599
HIST 388,US and California Environmental History(opens in a new tab),,,,,,,HIST 388 - US and California Environmental History (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Sustainability; US-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188576
HIST 201,Why History Matters(opens in a new tab),,,,,,,HIST 201 - Why History Matters (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187839
HIST 301W,History Writing Workshop(opens in a new tab),,,,,,,HIST 301W - History Writing Workshop (opens in a new tab) Units: 4 ; UWR,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188415
HIST 400,Historical Interpretation(opens in a new tab),,,,,,,HIST 400 - Historical Interpretation (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187813
HIST 405,Linked Lab for Success(opens in a new tab),,,,,,,HIST 405 - Linked Lab for Success (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188176
HIST 409,History Professional Portfolio(opens in a new tab),,,,,,,HIST 409 - History Professional Portfolio (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188185
HIST 499,History Research Capstone(opens in a new tab),,,,,,,HIST 499 - History Research Capstone (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187814
HOS 100,Professional Preparation(opens in a new tab),,,,,,,HOS 100 - Professional Preparation (opens in a new tab) Units: 2,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188400
HOS 110,Introduction to Hospitality and Tourism(opens in a new tab),,,,,,,HOS 110 - Introduction to Hospitality and Tourism (opens in a new tab) Units: 3 ; Breadth Area: GE-4; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189716
HOS 200,Lodging Management(opens in a new tab),,,,,,,HOS 200 - Lodging Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188460
HOS 205,Travel and Tourism(opens in a new tab),,,,,,,HOS 205 - Travel and Tourism (opens in a new tab) Units: 3 ; Breadth Area: GE-4; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187645
HOS 210,"Meetings, Conventions, & Special Events(opens in a new tab)",,,,,,,"HOS 210 - Meetings, Conventions, & Special Events (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188445
HOS 215,Food and Beverage Management(opens in a new tab),,,,,,,HOS 215 - Food and Beverage Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187342
HOS 225,Technology in Hospitality and Tourism(opens in a new tab),,,,,,,HOS 225 - Technology in Hospitality and Tourism (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188472
HOS 297,Food & Culture(opens in a new tab),,,,,,,HOS 297 - Food & Culture (opens in a new tab) Units: 3 ; Breadth Area: GE-4; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188631
HOS 298,Customer Service for a Diverse World(opens in a new tab),,,,,,,HOS 298 - Customer Service for a Diverse World (opens in a new tab) Units: 3 ; Breadth Area: GE-4; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189215
HOS 299,Professionalism & Etiquette(opens in a new tab),,,,,,,HOS 299 - Professionalism & Etiquette (opens in a new tab) Units: 3 ; Breadth Area: GE-3B; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188556
HOS 300,"Marketing in Hospitality, Recreation, Recreation Therapy, and Tourism(opens in a new tab)",,,,,,,"HOS 300 - Marketing in Hospitality, Recreation, Recreation Therapy, and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188399
HOS 310,Design & Management of Special Events in Hospitality and Tourism(opens in a new tab),,,,,,,HOS 310 - Design & Management of Special Events in Hospitality and Tourism (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188446
HOS 315,Wedding Planning(opens in a new tab),,,,,,,HOS 315 - Wedding Planning (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187333
HOS 320,Event Leadership(opens in a new tab),,,,,,,HOS 320 - Event Leadership (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188453
HOS 330,Sustainable Global Tourism(opens in a new tab),,,,,,,HOS 330 - Sustainable Global Tourism (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; Sustainability,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187666
HOS 335,"Introduction to Wine, Beer and Spirits(opens in a new tab)",,,,,,,"HOS 335 - Introduction to Wine, Beer and Spirits (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188447
HOS 340,"Menu Planning, Cost Control, and Purchasing(opens in a new tab)",,,,,,,"HOS 340 - Menu Planning, Cost Control, and Purchasing (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188448
HOS 350,Resort and Club Management(opens in a new tab),,,,,,,HOS 350 - Resort and Club Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188450
HOS 355,Advanced Lodging Management(opens in a new tab),,,,,,,HOS 355 - Advanced Lodging Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188454
HOS 360,Lodging Alternatives(opens in a new tab),,,,,,,HOS 360 - Lodging Alternatives (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188451
HOS 398,Internship(opens in a new tab),,,,,,,HOS 398 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189415
HOS 400,"Introduction to Finance in Hospitality, Recreation, Recreation Therapy, and Tourism(opens in a new tab)",,,,,,,"HOS 400 - Introduction to Finance in Hospitality, Recreation, Recreation Therapy, and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188444
HOS 410,Revenue Management in Hospitality and Tourism(opens in a new tab),,,,,,,HOS 410 - Revenue Management in Hospitality and Tourism (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188473
HOS 450,"Data-Driven Decision Making in Hospitality, Recreation, Recreation Therapy, and Tourism(opens in a new tab)",,,,,,,"HOS 450 - Data-Driven Decision Making in Hospitality, Recreation, Recreation Therapy, and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188457
HOS 475,Internship Placement(opens in a new tab),,,,,,,HOS 475 - Internship Placement (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188401
HOS 490,Independent Study(opens in a new tab),,,,,,,HOS 490 - Independent Study (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188404
HOS 497,Issues in Hospitality & Tourism(opens in a new tab),,,,,,,HOS 497 - Issues in Hospitality & Tourism (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188405
HOS 498,Internship(opens in a new tab),,,,,,,HOS 498 - Internship (opens in a new tab) Units: 6,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188402
HOS 698,Internship(opens in a new tab),,,,,,,HOS 698 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189416
REC 600,"Foundations of Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 600 - Foundations of Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187008
REC 610,"Strategic Leadership and Ethics in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 610 - Strategic Leadership and Ethics in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187006
REC 620,"Organizational Development in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 620 - Organizational Development in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187009
REC 630,"Advanced Data-Driven Decisions in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 630 - Advanced Data-Driven Decisions in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187010
REC 640,"Law and Risk in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 640 - Law and Risk in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187012
REC 650,"Fiscal Management in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 650 - Fiscal Management in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187011
REC 660,"Sustainable Solutions in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 660 - Sustainable Solutions in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187000
REC 670,"Advanced Marketing in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 670 - Advanced Marketing in Hospitality, Recreation and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187015
REC 680,"Trends and Issues in Hospitality, Recreation, and Tourism(opens in a new tab)",,,,,,,"REC 680 - Trends and Issues in Hospitality, Recreation, and Tourism (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187517
REC 693,Applied Research Project(opens in a new tab),,,,,,,REC 693 - Applied Research Project (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189235
REC 697,"Special Issues in Hospitality, Recreation and Tourism(opens in a new tab)",,,,,,,"REC 697 - Special Issues in Hospitality, Recreation and Tourism (opens in a new tab) Units: 1-3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187516
HDEV 300,Introduction to Human Development for Human Development Majors(opens in a new tab),,,,,,,HDEV 300 - Introduction to Human Development for Human Development Majors (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186522
HDEV 301,Theories of Human Development(opens in a new tab),,,,,,,HDEV 301 - Theories of Human Development (opens in a new tab) Units: 4 ; Breadth Area: Social Justice Overlay,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186572
HDEV 302,Research Methods in Human Development(opens in a new tab),,,,,,,HDEV 302 - Research Methods in Human Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186574
HDEV 311,Infant and Child Development(opens in a new tab),,,,,,,HDEV 311 - Infant and Child Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186523
HDEV 312,Adolescence and Emerging Adulthood(opens in a new tab),,,,,,,HDEV 312 - Adolescence and Emerging Adulthood (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186533
HDEV 321,"Gender, Race & Class in Human Development(opens in a new tab)",,,,,,,"HDEV 321 - Gender, Race & Class in Human Development (opens in a new tab) Units: 4 ; Breadth Area: Diversity Overlay",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186524
HDEV 322,Adult Development and Aging(opens in a new tab),,,,,,,HDEV 322 - Adult Development and Aging (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186525
HDEV 380,Lifespan Human Development(opens in a new tab),,,,,,,HDEV 380 - Lifespan Human Development (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186526
HDEV 381,Interdisciplinary Perspectives on Lifespan Human Development(opens in a new tab),,,,,,,HDEV 381 - Interdisciplinary Perspectives on Lifespan Human Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187768
HDEV 398,Internship(opens in a new tab),,,,,,,HDEV 398 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189058
HDEV 400,Futures and Careers for Human Development Majors(opens in a new tab),,,,,,,HDEV 400 - Futures and Careers for Human Development Majors (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186527
HDEV 401,Applying Theories and Methods in Human Development(opens in a new tab),,,,,,,HDEV 401 - Applying Theories and Methods in Human Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186534
HDEV 411,Early Childhood Cognitive Development: Theory and Research(opens in a new tab),,,,,,,HDEV 411 - Early Childhood Cognitive Development: Theory and Research (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186535
HDEV 412,Early Childhood Social Development: Theory & Research(opens in a new tab),,,,,,,HDEV 412 - Early Childhood Social Development: Theory & Research (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186536
HDEV 413,Children in Families and Communities(opens in a new tab),,,,,,,HDEV 413 - Children in Families and Communities (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187396
HDEV 414,Creative and Artistic Development in Early Childhood(opens in a new tab),,,,,,,HDEV 414 - Creative and Artistic Development in Early Childhood (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186537
HDEV 419,Contemporary Research Topics in Early Childhood(opens in a new tab),,,,,,,HDEV 419 - Contemporary Research Topics in Early Childhood (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186529
HDEV 421,Child Cognitive Development: Theory and Research(opens in a new tab),,,,,,,HDEV 421 - Child Cognitive Development: Theory and Research (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187175
HDEV 422,Social Development of Children: Theory and Research(opens in a new tab),,,,,,,HDEV 422 - Social Development of Children: Theory and Research (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186575
HDEV 423,Child Language Development(opens in a new tab),,,,,,,HDEV 423 - Child Language Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187176
HDEV 424,Global Perspectives on Childhood(opens in a new tab),,,,,,,HDEV 424 - Global Perspectives on Childhood (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186530
HDEV 429,Contemporary Topics on Children and Youth(opens in a new tab),,,,,,,HDEV 429 - Contemporary Topics on Children and Youth (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186531
HDEV 431,Prevention and Intervention in Adolescent Development(opens in a new tab),,,,,,,HDEV 431 - Prevention and Intervention in Adolescent Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187179
HDEV 432,Social Dimensions of Conflict in Adolescent and Adult Development(opens in a new tab),,,,,,,HDEV 432 - Social Dimensions of Conflict in Adolescent and Adult Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186538
HDEV 433,"Technologies, Media, and Adolescence(opens in a new tab)",,,,,,,"HDEV 433 - Technologies, Media, and Adolescence (opens in a new tab) Units: 4",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186573
HDEV 441,Human Development and Work(opens in a new tab),,,,,,,HDEV 441 - Human Development and Work (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186540
HDEV 442,Health and Aging(opens in a new tab),,,,,,,HDEV 442 - Health and Aging (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186541
HDEV 449,Contemporary Research Topics in Adulthood and Aging(opens in a new tab),,,,,,,HDEV 449 - Contemporary Research Topics in Adulthood and Aging (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186571
HDEV 451,Midlife Transitions(opens in a new tab),,,,,,,HDEV 451 - Midlife Transitions (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187397
HDEV 452,Intimate Relationships Across the Lifespan(opens in a new tab),,,,,,,HDEV 452 - Intimate Relationships Across the Lifespan (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186542
HDEV 453,Sexual Orientations in Human Development(opens in a new tab),,,,,,,HDEV 453 - Sexual Orientations in Human Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186543
HDEV 459,Contemporary Research Topics in Women’s Development(opens in a new tab),,,,,,,HDEV 459 - Contemporary Research Topics in Women’s Development (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186544
HDEV 490,Independent Study(opens in a new tab),,,,,,,HDEV 490 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189001
HDEV 497,Issues in Human Development(opens in a new tab),,,,,,,HDEV 497 - Issues in Human Development (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189002
HDEV 498,Internship(opens in a new tab),,,,,,,HDEV 498 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189412
HDEV 499W,Senior Research Seminar(opens in a new tab),,,,,,,HDEV 499W - Senior Research Seminar (opens in a new tab) Units: 4 ; UWR,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186528
INDE 330,Engineering Statistics and Probability(opens in a new tab),,,,,,,INDE 330 - Engineering Statistics and Probability (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187627
INDE 340,Design of Engineering Experiments(opens in a new tab),,,,,,,INDE 340 - Design of Engineering Experiments (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187623
INDE 360,Operations Research(opens in a new tab),,,,,,,INDE 360 - Operations Research (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187624
INDE 390,Human Factors and Work Methods(opens in a new tab),,,,,,,INDE 390 - Human Factors and Work Methods (opens in a new tab) Units: 4 ; Breadth Area: GE-UD-5,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187172
INDE 398,Internship(opens in a new tab),,,,,,,INDE 398 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189418
INDE 410,"Facility Planning, Design and Material Handling(opens in a new tab)",,,,,,,"INDE 410 - Facility Planning, Design and Material Handling (opens in a new tab) Units: 3",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187625
INDE 420,Discrete Event Simulation(opens in a new tab),,,,,,,INDE 420 - Discrete Event Simulation (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187678
INDE 430,Design of Work Systems(opens in a new tab),,,,,,,INDE 430 - Design of Work Systems (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187712
INDE 440,Sustainable Production and Supply Chain Systems(opens in a new tab),,,,,,,INDE 440 - Sustainable Production and Supply Chain Systems (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187713
INDE 450,Systems Quality & Reliability(opens in a new tab),,,,,,,INDE 450 - Systems Quality & Reliability (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187714
INDE 460,Service and Manufacturing Systems Modeling(opens in a new tab),,,,,,,INDE 460 - Service and Manufacturing Systems Modeling (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187715
INDE 490,Independent Study(opens in a new tab),,,,,,,INDE 490 - Independent Study (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187711
INDE 492,Senior Design(opens in a new tab),,,,,,,INDE 492 - Senior Design (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187709
INDE 497,Issues in Industrial Engineering(opens in a new tab),,,,,,,INDE 497 - Issues in Industrial Engineering (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189007
INDE 498,Internship(opens in a new tab),,,,,,,INDE 498 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187710
INFO 111,Finding Your Life in the Library(opens in a new tab),,,,,,,INFO 111 - Finding Your Life in the Library (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190024
